외국인투자기업정보,,,,,,,,,,,
,,,,,,,,,,,
회사명(한글),회사명(영문),전화번호,우편번호,주소,표준산업중분류명,표준산업분류명,표준산업분류코드,외투기업최초등록일자,대표업종,대표투자국가,업체유형
(주)씨앰에스이테크,CMSE TECH,02-833-2901,150050,서울 영등포구 신길동 1351-3 천륙빌딩 10층,기계?장비,그외 기타 일반목적용 기계 제조업,29199,20091008,"냉장냉동 관련 기계설비 설계, 수출입업",미국,법인기업
(주)씨에버,"SEAVER CO.,LTD.",041-951-2072,325892,충남 서천군 서면 도둔리 72-482,도?소매(유통),수산물 가공식품 도매업,46322,20101229,"굴, 전복 가공, 수산물 도매",케이만군도,법인기업
(주)씨에스러버앤폴리머,CS RUBBER AND POLYMER INCORPORATED,02-556-6737,135997,"서울특별시 강남구 역삼로 555, 621호(대치동)",도?소매(유통),합성고무 및 플라스틱물질 도매업,46733,20140407,특수수지 및 특수고무 수출입업,미국,법인기업
(주)씨에스티오브코리아,CST OF KOREA LTD.,031-781-6866,463876,경기 성남시 분당구 분당동 173-2 402호,비즈니스서비스업,시스템 소프트웨어 개발 및 공급업,58221,20010312,"소프트웨어 자문, 개발 및 공급업",독일,법인기업
(주)씨에이이플라이트앤시뮬레이터서비시즈코리아,"CAE FLIGHT & SIMULATOR SERVICES KOREA CO., LTD.",02-566-5885,415839,경기 김포시 대곶면 천호로 210,공공?기타서비스,운전학원,85651,20130115,항공모의조종훈련,캐나다,법인기업
(주)씨에이치디자인,CH DESIGN CORPORATION,070-8680-8988,153801,"서울특별시 금천구 디지털로9길 68 1601(가산동,대륭포스트타워5차)",도?소매(유통),상품 종합 도매업,46800,20130419,"상품종합도매업, 의류, 섬유",중국,법인기업
(주)씨에이피코리아,"CAP KOREA CO.,LTD.",053-587-6385,711823,대구광역시 달성군 하빈면 하빈남로77길 15-24,비금속광물,그외 기타 분류안된 비금속 광물제품 제조업,23999,20130121,"탄소(유리,복합)섬유원단성형제품",일본,법인기업
(주)씨엔씨 콤바인 코리아,C&C COMBINE KOREA CO.LTD,,152842,"서울특별시 구로구 공원로 (구로동 선경오피스텔) 3,8호",운수?창고(물류),일반 및 국외 여행사업,75211,20160503,"여행업, 화장품도매업, 상품종합도매업, 무역(생활용품), 통신판매업",중국,법인기업
(주)씨엔씨네트웍,,010-3250-2108,150891,"서울특별시 영등포구 국제금융로8길 27-9, 603(여의도동,동북빌딩)",비즈니스서비스업,시스템 소프트웨어 개발 및 공급업,58221,20120914,"소프트웨어장비개발, 비디오물 도소매업",싱가포르,법인기업
(주)씨엔에스대부,CNS,02-555-0748,135080,서울 강남구 역삼동 648-15 신원빌딩 4층,금융?보험,신용카드 및 할부금융업,64913,20110816,채권관리 및 추심대행업,일본,법인기업
(주)씨엔케이인더스트리,C&K INDUSTRY,063-442-7750,573030,전북 군산시 장미동 10-20 장미빌딩 203,전문직별건설,건물 및 구축물 해체 공사업,42110,20100809,선박해체및철거업,중국,법인기업
(주)씨엘기획,"CL Agency Co.,Ltd.",,135887,"서울특별시 강남구 강남대로160길 18, 2층 (신사동, ARTIUM)",문화?오락,"영화, 비디오물 및 방송프로그램 배급업",59130,20150409,"영화, 비디오물 및 방송프로그램 배급업",중국,법인기업
(주)씨엘유통,"CL GENERAL FOOD CO.,LTD",02-891-7767,138713,"서울특별시 송파구 송파대로28길 24, 밀리아나2차오피스텔 1208 (가락동, 12층)",도?소매(유통),상품 종합 도매업,46800,20140318,농산물 및 가공품 수입판매,중국,법인기업
(주)씨엠에스로지스틱스그룹코리아,"CMS LOGISTICS GROUP KOREA CO., LTD.",070-8854-3317,150105,"서울특별시 영등포구 양평로21가길 26 1008(양평동5가, 선유도아이에스비즈타워)",운수?창고(물류),기타 수상 운송지원 서비스업,52929,20121226,(주)씨엠에스로지스틱스그룹코리아,중국,법인기업
(주)씨와이제이인터내셔널코리아,CYJ INTERNATIONAL KOREA LTD.,,435862,"경기도 군포시 엘에스로91번길 46-38(호계동,5층)",공공?기타서비스,두발미용업,96112,20141125,"헤어케어사업(두발미용업,화장품도매업,화장품소매업)",홍콩,법인기업
(주)씨유메디칼시스템,"CU MEDICAL SYSTEMS, INC.",2,220120,"강원 원주시 태장동 1720-26, 2-201/202/203/208/209",기계?장비,그외 기타 의료용 기기 제조업,27199,20080211,"산업용 특수장비 및 시험장비 설계, 제조 및 판매업",케이만군도,법인기업
(주)씨이에스엔터프라이즈,"CES CO., LTD.",-7,137170,서울 서초구 염곡동 외국인창업지원센터 907호,부동산?임대,기타 부동산 개발 및 공급업,68129,20110926,부동산투자,미국,법인기업
(주)씨이오스위트,,02-2010-8888,110714,서울 종로구 종로1가 교보생명빌딩 15층,비즈니스서비스업,경영컨설팅업,71531,20110415,비지니스컨설팅.인큐베이팅,인도네시아,법인기업
(주)씨제이케이코리아,"CJK KOREA CO.,LTD",02-6001-7242,135731,서울 강남구 삼성1동 무역센터코엑스(COEX) 2층,전기?전자,항행용 무선기기 및 측량기구 제조업,27211,20120704,네비게이션 및 그 소프트웨어제조,일본,법인기업
(주)씨제이헬로비전,"CJ HELLOVISION CO., LTD.",070-8130-1041,158070,서울 양천구 신정동 1254 양천벤처타운,문화?오락,유선방송업,60222,20050714,종합유선 및 기타유선방송업,몰타,법인기업
(주)씨케이국제무역,MAXIDA INTERNATIONAL,,152779,"서울특별시 구로구 디지털로 (구로동 ) 306, 810호(구로동, 대륭포스트타워 2차)",도?소매(유통),음?식료품 및 담배 중개업,46102,20141023,농수산가공품 무역,중국,법인기업
(주)씨케이리미티드,"CK Co.,Ltd",,138200,"서울 송파구 (문정동 ) 법원로11길 11, 씨동 307동 (현대지식산업센터)",비즈니스서비스업,경영컨설팅업,71531,20160317,"경영관리자문, 광고대행",미국,법인기업
(주)씨케이아이피엠,"CKIPM MARINE GROUP CO., LTD.",02-541-4023,135928,"서울특별시 강남구 봉은사로37길 20 5층 (논현동, 미화빌딩)",문화?오락,기타 수상오락 서비스업,91239,20111118,마리나업,스페인,법인기업
(주)씨케이앤지,"CK&G CO,LTD.",041-354-6008,343844,충청남도 당진시 고대면 정미로 1042,운송용기계,승용차 및 기타 여객용 자동차 제조업,30121,20130731,전기자동차제조,중국,법인기업
(주)씨큐리코,"SECURECO CO.,LTD.",070-7443-2503,133110,서울 성동구 성수동1가 674-3,도?소매(유통),통신기기 소매업,47312,20100512,정보통신기기의 재활용 또는 재사용,일본,법인기업
(주)씨티피코리아,,011-475-5049,420140,경기 부천시 원미구 약대동 192 부천테크노파크 201-504,도?소매(유통),상품종합 중개업,46105,20081002,도매 무역,미국,법인기업
(주)씨피케이 푸드시스템,CPK Foods System,02-736-3471,110090,서울 종로구 교북동 11-1 부귀빌딩 1층,도?소매(유통),기타 비가공 식품 도매업,46319,20050301,"무역업,프랜차이즈업",태국,법인기업
(주)아그로스루션,"AGRO SOLUTION CO., LTD.",032-522-4059,401040,"인천광역시 동구 방축로37번길 30 4-317 (송현동, 인천산업용품유통단지)",도?소매(유통),농업용 기계 및 장비 도매업,46531,20130411,농기계도소매,파키스탄,법인기업
(주)아나톨리아,ANATOLIA,,140866,"서울특별시 용산구 이태원로 188-1, 1층(이태원동)",음식?숙박,기타 외국식 음식점업,56119,20141027,일반음식점업,터키,법인기업
(주)아나패스,"ANAPASS, INC.",6922-7473,152050,서울특별시 구로구 디지털로31길 61(구로동),전기?전자,전자집적회로 제조업,26110,20060509,반도체 설계 및 제조,미국,법인기업
(주)아누아 트레이딩,ANWAR TRADING,,406840,"인천광역시 연수구 송도과학로51번길136, 204동 1205호 (송도동 캐슬&해모로아파트)",도?소매(유통),그외 기타 상품전문 도매업,46799,20141106,자동차 수출,이집트,법인기업
(주)아라기술,"ARA Networks Co.,Ltd.",042-867-7780,305804,대전 유성구 신성동 100 쌍용양회공업(주) 기술연구소 201~205호,비즈니스서비스업,시스템 소프트웨어 개발 및 공급업,58221,20001117,"하드웨어, 소프트웨어 자문개발 및 공급업",미국,법인기업
(주)아라카,"ARAKA CO.,LTD.IN KOREA",070-4228-8763,425807,"경기도 안산시 단원구 광덕1로 163(고잔동,동남레이크빌II)",비즈니스서비스업,온라인?모바일 게임 소프트웨어 개발 및 공급업,58211,20140704,소프트웨어개발,미국,법인기업
(주)아라파트무역,ARAFAT TRADING LTD,318516607,401800,인천광역시 연수구 아암대로 (옥련동 ) 499,도?소매(유통),중고 자동차 판매업,45120,20130916,중고차매매,리비아,법인기업
(주)아러띠,"ARATI CO., LTD.",010-3179-4325,450826,경기도 평택시 평택로64번길 33(평택동),음식?숙박,서양식 음식점업,56114,20131106,"양식음식점업, 무역업",네팔,법인기업
(주)아로시코리아,"AROSI KOREA CO.,LTD",02-730-1883,122842,서울특별시 은평구 통일로 65길 26(대조동),부동산?임대,기타 부동산 개발 및 공급업,68129,20130522,"부동산 분양,임대, 매매, 투자",미국,법인기업
(주)아로와나,"AROWANA CO., LTD.",051-665-2287,614030,부산 부산진구 부전동 505-6 한솔폴라리스 104호,부동산?임대,부동산 자문 및 중개업,68221,20130402,부동산 컨설팅,일본,법인기업
(주)아르미안,"ARMIAN CO., LTD.",010-4267-8868,137845,"서울특별시 서초구 서초대로 19길 55, 401(방배동)",화공,화장품 제조업,20433,20130813,"화장품 수출입업, 화장품 도매업, 화장품 제조업",중국,법인기업
(주)아르반트레이딩,"ARBAN TRADING CO., LTD",1082365531,150900,"서울특별시 영등포구 영중로 22 (영등포동3가, 3층)",도?소매(유통),상품 종합 도매업,46800,20121026,무역업,파키스탄,법인기업
(주)아르코트랜스,"ARKO TRANS CO., LTD",514636324,600014,부산 중구 중앙동4가 83-5 에스티엑스팬오션부산빌딩 1202,운수?창고(물류),"화물운송 중개, 대리 및 관련서비스업",52991,20111223,해운 운수업,러시아,법인기업
(주)아르피아코리아,"ALPIA KOREA CO.,LTD.",010-3167-5963,413040,경기도 파주시 시청로 310 (야동동),도?소매(유통),그외 기타 건축자재 도매업,46699,20140526,"건축자재 무역업, 건축자재 상품개발",일본,법인기업
(주)아리안트레이딩컴퍼니,ARYAN TRADING COMPANY,010-7744-0786,405817,인천광역시 남동구 은청로 26 (고잔동),도?소매(유통),그외 기타 상품전문 도매업,46799,20130529,외국상품도매,파키스탄,법인기업
(주)아마르항,,010.9145.9119,404140,"인천광역시 동구 방축로83번길 23, 29동 313호 (송림동, 인천산업용품유통단지)",도?소매(유통),상품 종합 도매업,46800,20130425,상품종합도매업,몽골,법인기업
(주)아메니티코리아,"AMENITY KOREA CO., LTD.",032-522-5161,403030,인천 부평구 청천동 376-6,비즈니스서비스업,사업시설 및 산업용품 청소업,74212,20081112,청소용역,일본,법인기업
(주)아뮤즈코리아,AMUSE KOREA INC.,02-723-2377,121896,서울특별시 마포구 성미산로10길 64 (서교동),비즈니스서비스업,매니저업,73901,20000506,연예인및기타공인매니저업 등,일본,법인기업
(주)아므란,"AMRANE CO., LTD.",02-798-4276,140863,"서울특별시 용산구 우사단로 10 나길 10,102 (한남동)",도?소매(유통),상품 종합 도매업,46800,20130418,상품종합도매업,알제리,법인기업
(주)아미나코리아,"AMINA KOREA CO., LTD.",010-8188-6588,100411,"서울특별시 중구 을지로44길 12, 뉴금호타워 제805호(광희동1가)",도?소매(유통),셔츠 및 외의 도매업,46413,20121129,아동복 도매,몽골,법인기업
(주)아미로무역,AMIRO INTERNATIONAL FREE TRADING SERVICE,032-576-4537,401821,"인천광역시 동구 방축로83번길 23 10-329 (송림동, 인천산업용품유통단지 10동329호~330호)",도?소매(유통),상품 종합 도매업,46800,20060907,자동차매매(무역포함),리비아,법인기업
(주)아민무역,"AMIN TRADING CO., LTD.",010-5566-1622,406838,"인천광역시 연수구 한나루로 74 (옥련동,백산원룸509호)",도?소매(유통),중고 자동차 판매업,45120,20140225,중고자동차수출,키르기즈스탄,법인기업
(주)아부딥상사,"ABUDEEP TRADING CO., LTD.",063-547-8253,576924,전라북도 김제시 공덕면 황경2길 46,도?소매(유통),자동차중고 부품 및 내장품 판매업,45220,20130806,자동차 부품업,시리아,법인기업
(주)아브라힘,"IBRAHIM CO., LTD.",010-8506-8693,406840,"인천광역시 연수구 해돋이로 107 (송도동, 에이동504호)",도?소매(유통),중고 자동차 판매업,45120,20130625,중고차매매업,요르단,법인기업
(주)아브즈드트레이딩,"ABOUZED TRADING CO.,LTD.",,406821,"인천광역시 연수구 독배로82번길 (옥련동 ) 33-2, 동서리치빌 204호",도?소매(유통),그외 기타 상품전문 도매업,46799,20150226,중고차 수출,이집트,법인기업
(주)아비스타,AVISTA INC.,2189-7747,135080,서울 강남구 역삼동 706-26,섬유?직물?의류,"근무복, 작업복 및 유사의복 제조업",14192,20050624,의류등 제조 및 판매,중국,법인기업
(주)아사달국제여행사,,,153010,"서울특별시 금천구 가산디지털2로 (가산동 월드메르디앙2차) 123, 202호",운수?창고(물류),일반 및 국외 여행사업,75211,20141028,여행사,중국,법인기업
(주)아사드트레이딩,"ASAD TRADING CO.,LTD.",535226728,703100,대구광역시 서구 상리동 산 200-2,도?소매(유통),상품 종합 도매업,46800,20120326,건설기계도소매,파키스탄,법인기업
(주)아소팜랜드코리아,"Aso Farm Land Korea Co.,Ltd",051-744-5826,664942,경상남도 사천시 사남면 공단2로 220,도?소매(유통),그외 기타 건축자재 도매업,46699,20081124,건축재 및 건축자재의 국내판매및 수입판매,일본,법인기업
(주)아쉬코리아,"ASH KOREA CO.,LTD",226767450,135811,"서울특별시 강남구 도산대로8길 12, 322(논현동,명화빌딩3층)",비즈니스서비스업,경영컨설팅업,71531,20130524,프랜차이즈 개발 겸 운영 및 관리업,일본,법인기업
(주)아슈두,,27767523,100022,"서울특별시 중구 퇴계로 213, 3층 309-52호(충무로4가)",공공?기타서비스,두발미용업,96112,20030710,미용실운영,일본,법인기업
(주)아슈르컴퍼니,"ASSUR CO.,LTD.",010-4044-1974,401821,"인천광역시 남구 아암대로107번길 37-18, 503호(용현동, 타임오피스텔)",도?소매(유통),중고 자동차 판매업,45120,20130116,중고차판매,이라크,법인기업
(주)아스크텍,"ASKTECH CO.,LTD","704-5650,-019-695-1028",140013,서울 용산구 한강로3가 40-969 관광터미널상가 5층 27-1호,도?소매(유통),"컴퓨터 및 주변장치, 소프트웨어 도매업",46510,20080226,"컴퓨터주변기기도소매, 레져, 전자상거래업",일본,법인기업
(주)아스토대우로지스틱스,"ASUTO CAEWOO LOGISTICS CO.,LTD",514641848,791940,경북 포항시 북구 흥해읍 용한리 853 포항국제컨테이너터미널,운수?창고(물류),그외 기타 분류안된 운송관련 서비스업,52999,20121221,서비스 물류센터,홍콩,법인기업
